Time(s),I-Raw(V),II-Raw(V),III-Raw(V),V1-Raw(V),V2-Raw(V),V3-Raw(V),V4-Raw(V),V5-Raw(V),V6-Raw(V),LA-Raw(V),RA-Raw(V),LL-Raw(V)
9.4062,1.933808,1.555909,1.620473,1.732032,1.640810,1.655358,1.729733,1.692356,1.761751,1.946218,1.796878,1.742910
9.4075,1.945773,1.553993,1.608506,1.723274,1.628225,1.658470,1.733853,1.700447,1.770702,1.849708,1.688149,1.632040
9.4087,1.960515,1.548394,1.593430,1.713511,1.614057,1.655314,1.729733,1.699057,1.772567,1.627496,1.451617,1.386591
9.4100,1.977216,1.536718,1.575196,1.707000,1.600416,1.646170,1.715520,1.686086,1.766681,1.254285,1.067403,0.992753
9.4113,1.992147,1.522693,1.555140,1.701976,1.587737,1.634588,1.697574,1.666704,1.757015,0.892244,0.695339,0.613259
9.4125,1.998658,1.507282,1.536670,1.701018,1.578020,1.622721,1.678715,1.647080,1.744620,0.750857,0.549234,0.459060
9.4138,1.997412,1.491631,1.521925,1.700635,1.567966,1.608794,1.660002,1.628701,1.730785,0.834053,0.630726,0.529447
9.4150,1.989374,1.481485,1.511687,1.699965,1.556101,1.594818,1.645644,1.615778,1.719923,1.125205,0.925132,0.817157
9.4162,1.975686,1.473829,1.507185,1.699200,1.541740,1.579407,1.633204,1.606545,1.709920,1.566772,1.374422,1.257466
9.4175,1.959604,1.470238,1.506948,1.699965,1.525181,1.562033,1.621811,1.596445,1.699916,2.062601,1.882018,1.757106
9.4187,1.943715,1.471054,1.515416,1.698099,1.504601,1.541505,1.607690,1.583905,1.687951,2.416426,2.246385,2.113188
9.4200,1.929644,1.471578,1.528628,1.695657,1.479521,1.515804,1.590082,1.565095,1.673737,2.505532,2.351342,2.214277
9.4213,1.916914,1.472250,1.542317,1.694796,1.454446,1.485698,1.567635,1.541835,1.656126,2.468155,2.329176,2.190183
9.4225,1.905954,1.470382,1.554520,1.696281,1.432572,1.455067,1.544469,1.517907,1.639424,2.357877,2.233029,2.092087
9.4238,1.896860,1.468374,1.563802,1.698577,1.414722,1.426736,1.524079,1.495988,1.625114,2.215841,2.101887,1.959938
9.4250,1.888914,1.464112,1.570363,1.702071,1.399453,1.399984,1.503598,1.475934,1.610660,2.069875,1.965211,1.818957
9.4262,1.880254,1.459568,1.577781,1.707480,1.386243,1.373466,1.483831,1.456261,1.597688,1.933618,1.838026,1.688616
9.4275,1.872500,1.454827,1.583570,1.714516,1.377916,1.353990,1.468421,1.440231,1.585820,1.813306,1.725433,1.572234
9.4288,1.870730,1.450857,1.587210,1.719731,1.375524,1.344418,1.457989,1.426112,1.575433,1.565830,1.479101,1.318754
9.4300,1.875659,1.450424,1.591418,1.722747,1.380695,1.347147,1.455545,1.417639,1.569834,1.171057,1.083974,0.924797
9.4313,1.882072,1.450329,1.595200,1.724422,1.391846,1.356762,1.458559,1.414676,1.567345,0.791384,0.702728,0.550044
9.4325,1.884513,1.452626,1.597737,1.726336,1.405820,1.368393,1.463635,1.416206,1.567202,0.635124,0.547163,0.402810
9.4337,1.880826,1.453727,1.601756,1.729639,1.419317,1.379882,1.470193,1.421517,1.569404,0.708253,0.622070,0.484103
9.4350,1.873790,1.458418,1.607019,1.734568,1.432910,1.391272,1.479475,1.431138,1.573471,0.995898,0.912395,0.781594
9.4362,1.862113,1.465501,1.613911,1.739880,1.446070,1.402898,1.490578,1.443005,1.578928,1.432334,1.353554,1.228274
9.4375,1.849576,1.473206,1.622626,1.743278,1.458228,1.413478,1.502164,1.456121,1.584287,1.921928,1.851165,1.730167
9.4388,1.840052,1.483497,1.633106,1.743134,1.467081,1.422090,1.512498,1.466744,1.588691,2.272571,2.205793,2.086663
9.4400,1.836511,1.493499,1.644542,1.743853,1.474306,1.430325,1.521210,1.474070,1.592232,2.365638,2.304011,2.188909
9.4413,1.834022,1.501634,1.656650,1.743901,1.479665,1.437118,1.528247,1.479667,1.595870,2.334302,2.278104,2.169675
9.4425,1.833301,1.510201,1.667708,1.744763,1.486226,1.444443,1.535762,1.484693,1.599793,2.233798,2.180814,2.079787
9.4437,1.834882,1.517526,1.676418,1.746005,1.494409,1.452864,1.543319,1.488711,1.604631,2.100172,2.048528,1.955107
9.4450,1.838231,1.523269,1.682212,1.746677,1.503788,1.461767,1.550307,1.493117,1.609224,1.960766,1.906380,1.820380
9.4462,1.842540,1.529107,1.685989,1.747490,1.513410,1.470478,1.557295,1.497949,1.614298,1.833407,1.775670,1.696411
9.4475,1.847372,1.533461,1.688621,1.748352,1.523315,1.478998,1.563993,1.502162,1.618794,1.723324,1.660542,1.586193
9.4488,1.854888,1.539443,1.692308,1.747728,1.531071,1.487468,1.568785,1.504171,1.621813,1.477958,1.407934,1.334994
9.4500,1.865418,1.544086,1.696663,1.747728,1.538152,1.496563,1.574097,1.504219,1.624490,1.087829,1.012189,0.945839
9.4512,1.874701,1.548394,1.701018,1.748400,1.544757,1.504748,1.578357,1.504505,1.627602,0.711630,0.631407,0.574880
9.4525,1.877955,1.551123,1.703508,1.751271,1.551888,1.511492,1.583142,1.508098,1.630667,0.558650,0.477913,0.430669
9.4537,1.875659,1.551745,1.704753,1.753951,1.556722,1.516522,1.587305,1.512596,1.632629,0.637429,0.555974,0.514629
9.4550,1.869772,1.553085,1.704175,1.757923,1.561555,1.521211,1.592279,1.519868,1.636119,0.932186,0.852759,0.815320
9.4563,1.859719,1.553370,1.704558,1.762471,1.567108,1.524800,1.597833,1.528627,1.639327,1.372064,1.296949,1.259451
9.4575,1.847853,1.554186,1.704800,1.767016,1.571941,1.526761,1.602238,1.536190,1.641289,1.869290,1.801330,1.760692
9.4588,1.838566,1.555287,1.707096,1.769314,1.573901,1.526619,1.604102,1.540305,1.641672,2.223926,2.160286,2.111469
9.4600,1.833301,1.555238,1.709727,1.769601,1.575097,1.526712,1.605154,1.541118,1.640809,2.322774,2.264563,2.211669
9.4612,1.831005,1.556099,1.713940,1.770224,1.576537,1.526904,1.605493,1.541118,1.639807,2.296309,2.242489,2.187457
9.4625,1.831341,1.556866,1.716000,1.770224,1.578164,1.526811,1.605632,1.540019,1.639664,2.199247,2.148445,2.093094
9.4637,1.835458,1.559353,1.717864,1.770271,1.579266,1.527813,1.605922,1.538490,1.639950,2.069290,2.017025,1.964531
9.4650,1.840052,1.560837,1.717386,1.769936,1.580219,1.529106,1.606594,1.538059,1.640906,1.933326,1.878803,1.827789
9.4663,1.843258,1.561698,1.717628,1.769793,1.581082,1.530925,1.607260,1.536814,1.641192,1.806942,1.750227,1.701597
9.4675,1.845794,1.563087,1.718726,1.769123,1.580700,1.531402,1.606637,1.534660,1.641146,1.696047,1.636181,1.589216
9.4688,1.852112,1.563805,1.720018,1.767208,1.580268,1.531068,1.603430,1.528820,1.639087,1.448278,1.381687,1.332831
9.4700,1.862689,1.565145,1.720643,1.765055,1.579216,1.532218,1.601325,1.523746,1.637651,1.060519,0.986993,0.941541
9.4712,1.873218,1.565001,1.720113,1.763235,1.578020,1.532985,1.600132,1.519582,1.636119,0.688964,0.610632,0.571234
9.4725,1.878053,1.565479,1.718631,1.762663,1.577827,1.534229,1.600417,1.519437,1.636409,0.541797,0.461589,0.429720
9.4738,1.876282,1.565577,1.717864,1.763762,1.579216,1.535757,1.602334,1.522216,1.637748,0.623271,0.541722,0.513532
9.4750,1.870107,1.565050,1.716336,1.766012,1.581420,1.537675,1.605348,1.528104,1.639470,0.919294,0.839404,0.814075
9.4763,1.858429,1.563710,1.715711,1.769028,1.583524,1.538343,1.609081,1.535231,1.641769,1.362842,1.288138,1.260696
9.4775,1.844883,1.563854,1.716000,1.772904,1.586397,1.538869,1.613625,1.542988,1.643874,1.858703,1.792952,1.760781
9.4787,1.835312,1.562992,1.717481,1.773957,1.586347,1.537483,1.614823,1.546958,1.643062,2.209963,2.148971,2.108387
9.4800,1.831581,1.562848,1.719351,1.773144,1.586729,1.535664,1.614151,1.547151,1.642535,2.306732,2.250126,2.204823
9.4812,1.831341,1.563900,1.722219,1.772137,1.586397,1.534706,1.613485,1.546575,1.641959,2.281111,2.227279,2.180670
9.4825,1.832681,1.565289,1.723228,1.771994,1.586298,1.533939,1.612572,1.545137,1.641575,2.184926,2.133328,2.086485
9.4838,1.835024,1.564571,1.724137,1.771612,1.586298,1.533270,1.611041,1.542648,1.641769,2.056171,2.005061,1.958367
9.4850,1.837801,1.564522,1.723706,1.771132,1.586154,1.533703,1.609317,1.540353,1.641575,1.920370,1.866963,1.821625
9.4863,1.841200,1.564716,1.723370,1.770989,1.587161,1.534897,1.609226,1.538490,1.642245,1.794634,1.739128,1.695314
9.4875,1.844501,1.566055,1.724326,1.770846,1.587161,1.536431,1.608984,1.537197,1.642628,1.683609,1.624402,1.581718
9.4887,1.852017,1.567441,1.724326,1.768310,1.586059,1.536092,1.607212,1.532457,1.640763,1.434932,1.368919,1.323407
9.4900,1.862113,1.567920,1.724184,1.764575,1.583474,1.536333,1.605203,1.527765,1.639950,1.045971,0.973205,0.930872
9.4913,1.872500,1.569020,1.724804,1.762182,1.582372,1.537675,1.604531,1.524226,1.639757,0.675520,0.597956,0.562491
9.4925,1.876854,1.568686,1.722697,1.762709,1.582328,1.539154,1.605396,1.524226,1.639807,0.533386,0.454510,0.425838
9.4938,1.873790,1.568591,1.722603,1.763810,1.582804,1.539828,1.606449,1.526283,1.640333,0.617621,0.538506,0.512821
9.4950,1.866565,1.567536,1.721452,1.765963,1.584670,1.540447,1.609081,1.531692,1.642342,0.916599,0.839744,0.816476
9.4962,1.856848,1.567297,1.720927,1.768548,1.586397,1.540064,1.612288,1.538010,1.644257,1.356964,1.284242,1.259837
9.4975,1.846370,1.568257,1.719587,1.771275,1.589220,1.539877,1.615301,1.544663,1.646122,1.854547,1.788129,1.761077
9.4987,1.837465,1.568064,1.720065,1.772712,1.589985,1.538584,1.615972,1.548013,1.645356,2.204832,2.141088,2.105423
9.5000,1.833636,1.568637,1.722266,1.773239,1.589935,1.537292,1.615543,1.548202,1.644400,2.300465,2.241500,2.200763
9.5013,1.833206,1.569119,1.725523,1.773095,1.588789,1.535615,1.613963,1.546769,1.643394,2.273123,2.218778,2.176017
9.5025,1.833687,1.568159,1.726768,1.772425,1.588595,1.534086,1.612433,1.544086,1.642392,2.175152,2.123559,2.080410
9.5038,1.835170,1.568496,1.727724,1.772042,1.589077,1.534371,1.611471,1.542029,1.642199,2.045553,1.994642,1.952321
9.5050,1.838616,1.569358,1.728344,1.771707,1.589890,1.535522,1.610515,1.540305,1.642295,1.909101,1.855741,1.815312
9.5062,1.842635,1.571032,1.727914,1.772042,1.589791,1.537434,1.610370,1.538581,1.642678,1.785152,1.727814,1.690335
9.5075,1.845747,1.571844,1.727388,1.771421,1.589890,1.538201,1.609704,1.535996,1.642725,1.674322,1.613520,1.576383
9.5087,1.854123,1.572133,1.727199,1.769409,1.588263,1.537817,1.606734,1.530593,1.640666,1.424118,1.355935,1.315701
9.5100,1.864507,1.570983,1.726432,1.766538,1.586635,1.537527,1.604005,1.525087,1.638371,1.036587,0.962106,0.923256
9.5113,1.874176,1.571320,1.725329,1.764912,1.585151,1.538393,1.602667,1.520875,1.637845,0.669935,0.590815,0.557809
9.5125,1.877430,1.569977,1.723800,1.765102,1.585628,1.540639,1.603097,1.520730,1.637651,0.529782,0.450027,0.423082
9.5137,1.875324,1.568925,1.722744,1.766395,1.586253,1.542266,1.605584,1.523218,1.638464,0.618628,0.538692,0.514629
9.5150,1.867859,1.569165,1.721694,1.769458,1.588307,1.543559,1.609511,1.529348,1.640283,0.919424,0.842124,0.820388
9.5162,1.857184,1.567775,1.720880,1.772091,1.590511,1.545044,1.613528,1.536620,1.642582,1.363719,1.290951,1.266890
9.5175,1.846224,1.567107,1.718631,1.774483,1.592282,1.545186,1.616595,1.544323,1.645213,1.862405,1.795641,1.767005
9.5188,1.838041,1.566629,1.718679,1.775056,1.593046,1.543132,1.616977,1.547388,1.645264,2.209281,2.146065,2.108772
9.5200,1.834306,1.566295,1.720213,1.775631,1.593190,1.540595,1.615446,1.547340,1.643634,2.302219,2.244190,2.201000
9.5213,1.832394,1.566101,1.721883,1.775918,1.593190,1.539110,1.613867,1.546381,1.643205,2.274487,2.220540,2.174624
9.5225,1.833301,1.565911,1.723942,1.775248,1.593384,1.538059,1.613389,1.545094,1.642918,2.177068,2.125723,2.079491
9.5237,1.835265,1.567012,1.725665,1.775537,1.593478,1.538393,1.613340,1.543704,1.643062,2.047566,1.996590,1.951136
9.5250,1.837994,1.566963,1.725954,1.774770,1.593860,1.539110,1.613437,1.542314,1.643971,1.911212,1.857843,1.814215
9.5262,1.841582,1.568542,1.725812,1.773957,1.593955,1.539779,1.612717,1.540978,1.644400,1.786646,1.730781,1.689209
9.5275,1.844311,1.568975,1.726096,1.773335,1.594148,1.539921,1.612191,1.539109,1.644590,1.675361,1.616272,1.575494
9.5288,1.851966,1.569692,1.726432,1.771181,1.592664,1.538727,1.609033,1.534417,1.642342,1.422235,1.356089,1.312293
9.5300,1.862641,1.569977,1.725329,1.767878,1.590511,1.538584,1.605584,1.528961,1.640426,1.035288,0.962199,0.921685
9.5312,1.872165,1.571894,1.726338,1.765725,1.589359,1.540354,1.604295,1.524705,1.639710,0.669643,0.592392,0.558609
9.5325,1.875754,1.570888,1.724898,1.764720,1.589121,1.542365,1.604150,1.523940,1.639521,0.531957,0.454170,0.426549
9.5337,1.873455,1.570170,1.724278,1.765963,1.589459,1.543658,1.605493,1.525901,1.639710,0.621355,0.542896,0.518363
9.5350,1.865465,1.568496,1.722461,1.768356,1.591131,1.544419,1.608409,1.530830,1.641626,0.925692,0.849822,0.827204
9.5363,1.856513,1.569404,1.721216,1.771324,1.593716,1.544852,1.611713,1.537100,1.644064,1.370441,1.297505,1.274240
9.5375,1.846847,1.568591,1.719635,1.774532,1.595582,1.544184,1.614775,1.543704,1.645693,1.866724,1.799228,1.772754
9.5388,1.838901,1.569165,1.719924,1.775583,1.596302,1.542316,1.614920,1.547151,1.646122,2.210677,2.146343,2.111706
9.5400,1.835265,1.568352,1.721405,1.775105,1.595776,1.540546,1.614248,1.547582,1.644880,2.303875,2.244499,2.204409
9.5412,1.832729,1.569358,1.724998,1.775296,1.595632,1.539445,1.614012,1.546527,1.644064,2.275136,2.220292,2.177795
9.5425,1.832583,1.570170,1.727246,1.775202,1.596207,1.539877,1.614103,1.545428,1.643588,2.176873,2.124857,2.082129
9.5437,1.834642,1.569499,1.728922,1.774100,1.597021,1.540162,1.613915,1.543655,1.643394,2.046267,1.995199,1.953092
9.5450,1.838136,1.570649,1.728875,1.773814,1.596540,1.540880,1.613625,1.541501,1.643394,1.910205,1.857565,1.816468
9.5463,1.841342,1.570649,1.729158,1.773573,1.596108,1.541165,1.613340,1.539589,1.644114,1.786679,1.731400,1.692973
9.5475,1.845029,1.572038,1.729064,1.772809,1.596351,1.541790,1.612476,1.537865,1.644017,1.676595,1.616735,1.579554
9.5488,1.853165,1.573663,1.729253,1.769458,1.594481,1.541313,1.609656,1.532887,1.641815,1.421326,1.353369,1.314012
9.5500,1.864172,1.575196,1.729684,1.766633,1.592759,1.541357,1.606830,1.527625,1.640047,1.032885,0.958273,0.922544
9.5512,1.872548,1.574285,1.729111,1.764529,1.591851,1.542365,1.605632,1.523552,1.639710,0.668636,0.590722,0.560802
9.5525,1.875659,1.574000,1.728539,1.763905,1.591657,1.543367,1.606068,1.523552,1.640283,0.534425,0.456272,0.432595
9.5538,1.874031,1.573902,1.727246,1.763762,1.591994,1.544518,1.607024,1.526429,1.640380,0.626324,0.547410,0.526454
9.5550,1.867571,1.572228,1.724951,1.765917,1.593429,1.545712,1.609892,1.531837,1.642342,0.935011,0.857056,0.838970
9.5563,1.856178,1.571366,1.724420,1.769314,1.596351,1.546238,1.613528,1.537719,1.643874,1.377812,1.305852,1.284731
9.5575,1.845506,1.569358,1.722603,1.772329,1.599031,1.545904,1.615972,1.544086,1.644973,1.874518,1.808842,1.782801
9.5587,1.838041,1.570504,1.722844,1.773765,1.599746,1.544469,1.616547,1.546812,1.645120,2.214509,2.151197,2.117929
9.5600,1.834022,1.571654,1.724898,1.773335,1.599602,1.542748,1.615446,1.546338,1.644544,2.304784,2.245519,2.208083
9.5612,1.832346,1.571127,1.727246,1.772760,1.598981,1.541740,1.614490,1.545476,1.643874,2.274746,2.219921,2.179514
9.5625,1.832536,1.571799,1.729400,1.772042,1.598838,1.540639,1.613770,1.544517,1.643828,2.176548,2.124084,2.083788
9.5638,1.834787,1.571989,1.730067,1.771516,1.598361,1.539921,1.613002,1.542891,1.643828,2.046981,1.994488,1.955344
9.5650,1.838901,1.573279,1.731312,1.771899,1.599125,1.540595,1.612911,1.540833,1.643777,1.910693,1.855524,1.818987
9.5663,1.843113,1.574718,1.731937,1.771421,1.599989,1.541839,1.613099,1.539303,1.644590,1.786386,1.728679,1.694751
9.5675,1.845459,1.574957,1.731360,1.770846,1.600515,1.543318,1.613147,1.537816,1.644447,1.675426,1.614633,1.581273
9.5687,1.851919,1.575818,1.731459,1.768693,1.598788,1.543083,1.610805,1.533173,1.642102,1.415578,1.348391,1.311967
9.5700,1.862401,1.577014,1.731312,1.765677,1.597210,1.543559,1.608173,1.527431,1.640809,1.027332,0.954501,0.920677
9.5712,1.871542,1.577683,1.732605,1.763570,1.596064,1.544759,1.606449,1.522933,1.639757,0.666136,0.589671,0.562729
9.5725,1.875419,1.577637,1.732321,1.763476,1.597021,1.546578,1.606879,1.522265,1.640283,0.535172,0.457107,0.437129
9.5738,1.874654,1.577588,1.731459,1.764240,1.598312,1.547389,1.608216,1.524754,1.640666,0.628857,0.548708,0.532529
9.5750,1.868001,1.575196,1.728061,1.766155,1.599890,1.547772,1.609795,1.529203,1.642055,0.940759,0.862188,0.846586
9.5762,1.858429,1.574862,1.725234,1.770079,1.601517,1.548249,1.612476,1.535425,1.643348,1.384534,1.309964,1.292259
9.5775,1.847037,1.572228,1.723175,1.773382,1.604341,1.548205,1.614775,1.541980,1.645550,1.880395,1.812490,1.789499
9.5787,1.837994,1.572323,1.723464,1.774292,1.604867,1.546337,1.615016,1.545907,1.645310,2.216328,2.152588,2.120449
9.5800,1.833829,1.571894,1.725282,1.775105,1.605011,1.544710,1.615253,1.546624,1.644737,2.303517,2.244808,2.206957
9.5813,1.832299,1.571461,1.728061,1.775153,1.604678,1.544041,1.615682,1.546144,1.644400,2.271791,2.217726,2.177113
9.5825,1.832918,1.570459,1.728822,1.773670,1.605919,1.543850,1.616450,1.545568,1.645070,2.173496,2.121518,2.081180
9.5838,1.836795,1.572801,1.730262,1.772569,1.606256,1.544710,1.616117,1.543941,1.645264,2.044026,1.991273,1.952232
9.5850,1.839906,1.573663,1.730645,1.771275,1.606162,1.545329,1.616021,1.542174,1.645213,1.907900,1.852865,1.815164
9.5862,1.842635,1.574763,1.730645,1.771467,1.607403,1.546386,1.616117,1.540208,1.646122,1.784211,1.726855,1.692410
9.5875,1.846417,1.575864,1.731360,1.771132,1.607502,1.547340,1.615156,1.538296,1.645790,1.673445,1.611943,1.578458
9.5887,1.855078,1.575625,1.730498,1.768404,1.606018,1.546386,1.611519,1.533367,1.643394,1.412850,1.343507,1.307433
9.5900,1.865465,1.576775,1.731838,1.765485,1.604773,1.547296,1.609414,1.527716,1.640809,1.022136,0.946649,0.913683
9.5913,1.873696,1.577063,1.731507,1.764289,1.603721,1.548731,1.607690,1.523795,1.639664,0.663051,0.584075,0.557661
9.5925,1.876472,1.575579,1.729637,1.764002,1.604053,1.549925,1.608173,1.523218,1.639470,0.533516,0.454417,0.433514
9.5938,1.874413,1.576392,1.728586,1.765293,1.605393,1.551602,1.610085,1.526763,1.640763,0.630772,0.550749,0.533477
9.5950,1.867808,1.575913,1.727435,1.768356,1.607740,1.553656,1.613963,1.532742,1.643537,0.943974,0.865280,0.849965
9.5962,1.858572,1.574957,1.725329,1.770751,1.610226,1.555382,1.617885,1.540019,1.645882,1.388463,1.313643,1.296852
9.5975,1.847660,1.574668,1.723848,1.773573,1.613100,1.555623,1.621381,1.546478,1.647558,1.883221,1.814592,1.793055
9.5988,1.840289,1.575913,1.723753,1.774721,1.614152,1.553514,1.621521,1.549258,1.647798,2.216652,2.150857,2.121189
9.6000,1.836988,1.575052,1.725329,1.774913,1.614395,1.551410,1.620377,1.548967,1.646699,2.301277,2.240047,2.205031
9.6013,1.835647,1.573761,1.727583,1.774770,1.615159,1.550309,1.619324,1.548487,1.646122,2.268577,2.211543,2.174624
9.6025,1.836460,1.574862,1.728875,1.775202,1.615878,1.550501,1.618846,1.547388,1.646076,2.169567,2.114964,2.077150
9.6037,1.839906,1.577348,1.730498,1.774532,1.616593,1.550786,1.618701,1.546047,1.646409,2.041494,1.985306,1.949595
9.6050,1.842777,1.577683,1.731076,1.773765,1.617645,1.551410,1.619082,1.544566,1.647272,1.904750,1.846651,1.813000
9.6062,1.845699,1.577348,1.731601,1.773287,1.617839,1.553322,1.619512,1.543510,1.647992,1.781580,1.721692,1.690068
9.6075,1.849766,1.577971,1.730598,1.771850,1.618315,1.555525,1.620468,1.542411,1.648707,1.670101,1.605637,1.575494
9.6088,1.857136,1.579982,1.731407,1.769074,1.617169,1.555667,1.618749,1.537913,1.646935,1.406063,1.334511,1.302009
9.6100,1.866995,1.580127,1.731601,1.765725,1.616211,1.555475,1.615543,1.532219,1.645550,1.017070,0.939909,0.909623
9.6113,1.875466,1.579360,1.731407,1.763284,1.615303,1.556292,1.613147,1.527813,1.644784,0.660745,0.579902,0.555319
9.6125,1.879488,1.579072,1.729973,1.763189,1.616548,1.557968,1.613577,1.528104,1.645167,0.534425,0.452346,0.434462
9.6137,1.877430,1.579982,1.729306,1.764529,1.618315,1.560456,1.615494,1.531164,1.645882,0.632981,0.549790,0.536115
9.6150,1.870584,1.578403,1.727530,1.767400,1.621094,1.562658,1.618889,1.537051,1.646935,0.944916,0.863611,0.851713
9.6163,1.861588,1.578544,1.724998,1.770271,1.624061,1.563803,1.622337,1.543752,1.648135,1.390931,1.313025,1.299964
9.6175,1.850676,1.577732,1.722844,1.773239,1.626741,1.563611,1.624776,1.549015,1.649714,1.885331,1.813479,1.794922
9.6188,1.842876,1.577253,1.722414,1.774818,1.627888,1.562176,1.624588,1.550836,1.649571,2.215451,2.146962,2.119648
9.6200,1.839189,1.576058,1.724037,1.775537,1.628751,1.560883,1.623965,1.550739,1.648324,2.298387,2.234792,2.201978
9.6212,1.837130,1.574813,1.726338,1.776109,1.629471,1.559546,1.623009,1.550071,1.647844,2.264940,2.206040,2.170534
9.6225,1.837706,1.575723,1.728969,1.775537,1.630379,1.559113,1.622337,1.548730,1.647941,2.165637,2.108967,2.073238
9.6237,1.840289,1.576536,1.729878,1.775153,1.631049,1.560121,1.622719,1.547485,1.648611,2.035941,1.978783,1.943756
9.6250,1.844406,1.578066,1.730403,1.774913,1.632339,1.562033,1.623487,1.546193,1.649331,1.899392,1.839850,1.807518
9.6263,1.847324,1.579406,1.730787,1.775248,1.634304,1.563951,1.623439,1.544900,1.649377,1.777748,1.715478,1.685475
9.6275,1.851154,1.580605,1.731029,1.774578,1.635788,1.564477,1.623057,1.543273,1.648851,1.665879,1.599330,1.570752
9.6288,1.859388,1.581466,1.730740,1.771947,1.634542,1.563995,1.620517,1.537719,1.647129,1.399017,1.325174,1.294452
9.6300,1.869819,1.582325,1.730356,1.769698,1.634061,1.565096,1.618175,1.531929,1.645356,1.008822,0.928811,0.900613
9.6312,1.878720,1.581751,1.729495,1.767686,1.634205,1.567824,1.617600,1.528196,1.644447,0.653146,0.569051,0.547407
9.6325,1.882597,1.582518,1.729306,1.767400,1.635356,1.570169,1.618937,1.529009,1.644737,0.531665,0.446905,0.431587
9.6337,1.881449,1.581801,1.727819,1.768453,1.637604,1.572323,1.620995,1.532171,1.646556,0.633598,0.547132,0.535552
9.6350,1.873790,1.581083,1.725907,1.770606,1.640428,1.574048,1.625114,1.538344,1.648707,0.951378,0.866300,0.856929
9.6363,1.862113,1.579121,1.724804,1.773382,1.643251,1.574908,1.627746,1.545185,1.651293,1.398822,1.319609,1.307610
9.6375,1.851299,1.579789,1.723706,1.777211,1.646839,1.574958,1.629852,1.551315,1.653541,1.892118,1.819199,1.801946
9.6387,1.843353,1.579121,1.724037,1.778551,1.647990,1.573665,1.629949,1.554375,1.653158,2.217432,2.147920,2.121604
9.6400,1.841105,1.579167,1.724468,1.778167,1.648566,1.571895,1.629610,1.554951,1.652156,2.298744,2.232658,2.201712
9.6412,1.840817,1.578210,1.725045,1.777163,1.648993,1.570695,1.629422,1.554806,1.651722,2.264615,2.201403,2.168548
9.6425,1.842828,1.578688,1.725665,1.776444,1.649762,1.570076,1.628321,1.553804,1.651676,2.165930,2.104144,2.071460
9.6438,1.845984,1.579072,1.726432,1.775918,1.651960,1.571079,1.628606,1.552463,1.651962,2.037272,1.973713,1.942245
9.6450,1.850388,1.580700,1.727388,1.776158,1.654402,1.573616,1.629229,1.551121,1.652631,1.902802,1.836882,1.806747
9.6463,1.853453,1.580028,1.726721,1.775440,1.656079,1.575051,1.629084,1.549258,1.653494,1.781418,1.713129,1.684615
9.6475,1.857231,1.581083,1.726290,1.774578,1.657131,1.575719,1.628321,1.547006,1.653301,1.670296,1.597784,1.570367
9.6487,1.865942,1.582567,1.725954,1.772234,1.656124,1.575484,1.625689,1.541743,1.651436,1.399634,1.319764,1.289769
9.6500,1.876854,1.582852,1.724756,1.769458,1.655072,1.576103,1.623245,1.536427,1.649857,1.010933,0.924204,0.896346
9.6512,1.886331,1.582325,1.723322,1.767975,1.655215,1.578305,1.623106,1.533173,1.649954,0.659154,0.568185,0.546784
9.6525,1.889537,1.583186,1.722266,1.768021,1.656893,1.580749,1.625018,1.533701,1.651149,0.540465,0.448327,0.433603
9.6538,1.887861,1.582279,1.721169,1.768310,1.658183,1.582661,1.626882,1.537385,1.652156,0.641976,0.548523,0.537152
9.6550,1.880826,1.581178,1.719493,1.771037,1.661294,1.584721,1.630233,1.543893,1.654690,0.962841,0.871308,0.861760
9.6562,1.869914,1.580985,1.718968,1.774770,1.664406,1.586107,1.633966,1.551121,1.656412,1.408596,1.321743,1.310041
9.6575,1.859912,1.580267,1.716478,1.777786,1.667423,1.586874,1.637173,1.558539,1.657991,1.899717,1.819137,1.803428
9.6587,1.852447,1.580461,1.717675,1.778983,1.668857,1.585915,1.637415,1.561986,1.658471,2.221361,2.143468,2.119263
9.6600,1.848953,1.581607,1.719157,1.778502,1.669621,1.584672,1.637555,1.562563,1.658281,2.300400,2.226661,2.198748
9.6613,1.848042,1.581273,1.721788,1.778024,1.669721,1.583521,1.637076,1.561841,1.657658,2.264712,2.194849,2.164933
9.6625,1.849336,1.580605,1.722077,1.777546,1.670579,1.583428,1.636598,1.559929,1.657418,2.166157,2.098208,2.067992
9.6638,1.852637,1.580267,1.722314,1.777546,1.671730,1.583477,1.635497,1.557871,1.657229,2.038441,1.970096,1.939489
9.6650,1.856178,1.582040,1.722650,1.778313,1.673070,1.584239,1.634299,1.555862,1.657132,1.904718,1.833543,1.804495
9.6662,1.858524,1.582662,1.722414,1.778502,1.673547,1.585055,1.633633,1.553610,1.657801,1.783301,1.710006,1.682393
9.6675,1.862496,1.582852,1.722219,1.777738,1.673834,1.585965,1.633247,1.552129,1.658281,1.671919,1.594631,1.567729
9.6687,1.871065,1.582996,1.720927,1.774913,1.673115,1.585866,1.630663,1.547485,1.656080,1.399926,1.315714,1.285828
9.6700,1.880301,1.583236,1.721263,1.771612,1.672495,1.586392,1.628461,1.541312,1.654164,1.010024,0.919907,0.891841
9.6713,1.889348,1.583331,1.721121,1.769744,1.671155,1.587877,1.627268,1.537482,1.653638,0.658959,0.564784,0.543969
